652
1 -2.04156 0.27734 1.2167 
2 -1.79208 0.214322 1.29569 
3 -1.44439 0.111365 1.24924 
4 -2.0134 0.254186 1.39233 
5 -1.77742 0.216094 1.63875 
7 -2.12687 0.192658 1.00731 
9 -2.06257 0.161006 1.08401 
10 -1.38594 -0.0301717 0.969321 
11 -1.2574 -0.0701664 1.00068 
12 -1.92248 0.130391 1.41072 
13 -1.47828 -0.0512524 0.936259 
14 -1.36999 -0.0300358 1.40282 
15 -1.51368 -0.00920694 1.39646 
16 -1.71833 -0.00690806 1.13325 
17 -1.03586 -0.161631 1.31114 
18 -1.76263 -0.0200224 1.15065 
19 -1.69952 0.00024462 1.52562 
20 -1.8338 -0.0305098 1.13824 
21 -1.36319 -0.145275 1.22978 
22 -1.64319 -0.0619735 1.45193 
23 -1.45541 -0.0713318 1.83049 
24 -1.62146 -0.0910423 1.46921 
28 -1.74203 -0.0934459 1.62848 
29 -1.13015 -0.285029 1.38991 
30 -0.907874 -0.265078 2.05926 
32 -0.873158 -0.309968 1.9785 
33 -0.86171 -0.303487 2.1506 
34 -1.70494 -0.151109 1.85613 
35 -1.2405 -0.244166 2.1039 
40 -0.725537 -0.448421 1.98938 
42 -0.563551 -0.542973 1.76223 
43 -0.61804 -0.47244 2.30628 
45 -0.628151 -0.607941 1.44177 
46 -0.783153 -0.480598 2.23734 
48 -0.996211 -0.581855 1.25896 
51 -1.00551 -0.513113 2.07481 
54 -0.633908 -0.72153 1.45942 
55 -0.695857 -0.666306 1.87127 
56 -1.07012 -0.575103 1.97869 
57 -0.48203 -0.697437 2.23084 
58 -0.313393 -0.828864 1.63049 
59 -0.940206 -0.710313 1.47825 
60 -0.704307 -0.792665 1.38253 
63 -0.393049 -0.816845 2.07817 
64 -0.341631 -0.86043 1.93797 
65 -0.36408 -0.93263 1.43889 
70 -0.561692 -0.863112 2.11089 
71 -0.674135 -0.902913 1.69433 
72 -0.339782 -1.04161 1.34684 
75 -0.793132 -0.870323 2.12693 
80 -0.348082 -1.10805 1.62336 
81 -0.485976 -1.13442 1.26318 
82 -0.110018 -1.13052 2.09506 
83 0.224782 -1.29183 1.57372 
84 0.103125 -1.23878 1.85739 
86 0.109164 -1.30272 1.57598 
87 0.0826336 -1.2308 2.1829 
88 0.150688 -1.30042 1.87251 
89 -0.127891 -1.25948 1.77004 
93 0.399069 -1.45632 1.63451 
94 0.255741 -1.47012 1.36122 
95 0.494541 -1.54429 1.33411 
97 0.473783 -1.46403 2.1169 
98 -0.135522 -1.42784 1.36096 
100 -0.0797015 -1.43191 1.63494 
101 -0.166175 -1.4831 1.17886 
102 -0.0197067 -1.51326 1.3196 
104 -0.0526959 -1.48877 1.64862 
108 0.464477 -1.65632 1.7212 
111 0.176851 -1.69496 1.18827 
112 0.349973 -1.66388 1.85196 
114 0.885976 -1.90248 1.20928 
115 0.453838 -1.72984 1.83803 
116 0.326584 -1.77985 1.31491 
117 0.0335001 -1.72236 1.31324 
118 0.303096 -1.72965 1.86034 
119 0.480031 -1.85337 1.33501 
120 0.518414 -1.91105 1.06162 
121 0.0758096 -1.76246 1.48501 
122 0.825897 -1.9765 1.33065 
124 0.965027 -1.97196 1.82658 
125 0.762637 -1.96252 1.62276 
126 0.834476 -2.08788 0.88876 
127 0.120373 -1.84722 1.51719 
129 0.897647 -2.02753 1.77489 
130 0.98185 -2.11085 1.38876 
131 0.312405 -1.95386 1.45404 
132 0.19112 -1.94582 1.39064 
133 0.910605 -2.14331 1.30713 
134 0.417918 -2.02432 1.40839 
136 0.215765 -1.99367 1.46958 
140 0.827102 -2.30796 0.583907 
141 1.07812 -2.26819 1.45997 
143 0.549272 -2.17711 1.37882 
144 1.12993 -2.32962 1.38396 
145 0.481863 -2.28316 0.635039 
146 0.868348 -2.32209 1.15571 
147 1.28362 -2.47026 0.885904 
148 0.879605 -2.40852 0.71018 
149 0.459606 -2.34342 0.530619 
150 1.16282 -2.41814 1.36539 
151 0.89654 -2.49248 0.39503 
153 1.17261 -2.56217 0.572762 
154 1.13774 -2.47179 1.30673 
155 0.7788 -2.45127 0.896619 
156 0.382612 -2.37725 0.830356 
159 0.387628 -2.40222 0.948765 
162 0.906764 -2.65384 0.274746 
164 0.893788 -2.60567 0.824106 
165 1.11633 -2.69437 0.654422 
166 0.669313 -2.58292 0.782564 
167 0.785216 -2.65377 0.551941 
168 1.01207 -2.68251 0.853604 
170 0.620895 -2.6927 0.246692 
171 1.20121 -2.77496 0.793994 
173 0.505383 -2.65209 0.647138 
175 0.607147 -2.69963 0.670918 
176 0.661601 -2.73084 0.631967 
177 1.08259 -2.91798 0.0717223 
179 1.07799 -2.91193 0.3113 
180 0.445015 -2.78451 0.216039 
181 1.23116 -2.9593 0.432231 
182 0.927455 -2.89892 0.433078 
184 0.834169 -2.99905 -0.313248 
185 1.10302 -3.021 0.119185 
187 1.03897 -3.02676 0.156659 
188 1.27358 -3.14068 -0.185398 
189 0.988303 -3.11872 -0.447105 
190 1.32454 -3.18039 -0.195849 
191 0.370488 -2.91899 0.145402 
192 1.22736 -3.17596 -0.14152 
194 0.796011 -3.10652 -0.208022 
196 1.19328 -3.15384 0.368514 
198 0.575497 -3.10367 -0.194559 
199 1.0095 -3.23296 -0.283515 
200 0.61497 -3.13618 -0.170786 
201 0.447658 -3.17274 -0.664649 
203 0.53792 -3.2131 -0.60683 
204 0.793903 -3.2815 -0.557256 
205 0.907105 -3.27854 -0.222604 
206 0.734101 -3.29489 -0.570933 
213 0.565087 -3.33606 -0.499508 
214 0.321125 -3.25 -0.188812 
215 1.12633 -3.49777 -0.500999 
216 0.469151 -3.31139 -0.185767 
218 0.837697 -3.47675 -0.574884 
219 1.00178 -3.49174 -0.284013 
220 0.271319 -3.40463 -0.872467 
221 0.63046 -3.49184 -0.775936 
222 0.254346 -3.36255 -0.377615 
223 0.851431 -3.56278 -0.710609 
224 0.583335 -3.55842 -1.07622 
225 0.202037 -3.44901 -0.84122 
228 1.01654 -3.70309 -0.983512 
229 0.441219 -3.52728 -0.597285 
231 0.542041 -3.56686 -0.513712 
233 0.201964 -3.53557 -0.704811 
235 0.227345 -3.60904 -1.0238 
236 0.752863 -3.78651 -1.31443 
237 -0.194551 -3.49493 -0.727572 
238 0.761291 -3.81004 -1.27912 
240 0.384293 -3.74502 -1.27848 
242 0.582235 -3.74707 -0.723842 
243 0.39422 -3.81925 -1.53147 
244 0.482767 -3.74884 -0.721606 
245 -0.195485 -3.67893 -1.34568 
246 0.272665 -3.81624 -1.43293 
248 0.360373 -3.89538 -1.67952 
250 -0.153329 -3.7574 -1.37 
253 -0.363956 -3.72183 -1.18593 
254 -0.198645 -3.82151 -1.54721 
255 0.173938 -3.93532 -1.63104 
256 -0.196189 -3.82236 -1.34781 
257 -0.294118 -3.78852 -1.16832 
258 0.0664005 -3.96502 -1.75907 
259 -0.470905 -3.80371 -1.414 
261 0.323243 -4.01639 -1.37503 
263 -0.128484 -3.95331 -1.52867 
264 -0.0791 -4.00096 -1.70408 
266 -0.547719 -3.83444 -1.08999 
267 0.114829 -4.07309 -1.5977 
268 -0.397554 -3.89184 -1.0521 
269 0.123985 -4.113 -1.6877 
270 -0.188621 -4.03745 -1.58623 
271 -0.255665 -4.09266 -2.03719 
275 -0.923425 -3.96402 -1.88584 
276 -0.384494 -4.13145 -2.0738 
279 -1.07435 -3.92226 -1.44191 
280 -0.578774 -4.09381 -1.74257 
282 -0.468607 -4.18469 -2.03799 
283 -0.795217 -4.0242 -1.30633 
284 -0.328909 -4.17228 -1.48022 
285 -0.383622 -4.19933 -1.69062 
286 -0.347926 -4.19648 -1.50133 
287 -0.641296 -4.21928 -2.12396 
290 -1.19783 -4.08521 -1.82386 
292 -0.838787 -4.22863 -2.06112 
296 -0.771599 -4.23035 -1.5464 
297 -0.667289 -4.27278 -1.57908 
300 -0.91379 -4.25387 -1.59066 
302 -0.942221 -4.26737 -1.54664 
303 -1.14676 -4.19321 -1.2544 
305 -0.858276 -4.31624 -1.46563 
307 -0.898344 -4.32825 -1.43184 
310 -1.52637 -4.29158 -2.01768 
311 -1.77718 -4.17062 -1.45011 
312 -1.90706 -4.15471 -1.46868 
313 -1.46425 -4.29411 -1.61937 
318 -1.42574 -4.3931 -1.80907 
319 -1.80652 -4.35253 -2.10503 
320 -1.42156 -4.3703 -1.42372 
322 -1.45224 -4.37117 -1.28629 
323 -1.48119 -4.40165 -1.47514 
326 -1.37652 -4.49676 -1.71285 
327 -1.70474 -4.36734 -1.22428 
330 -2.13887 -4.30207 -1.22753 
331 -1.9171 -4.47041 -2.01398 
332 -2.13703 -4.38183 -1.63902 
333 -2.45892 -4.27223 -1.29177 
334 -2.47674 -4.32553 -1.6362 
335 -1.63039 -4.58084 -1.92992 
