 -1.3709032e+001  1.2676220e+001
 -1.3580228e+001  1.2674993e+001
 -1.3578742e+001  1.2674978e+001
 -1.3467376e+001  1.2666863e+001
 -1.3461738e+001  1.2665067e+001
 -1.3453077e+001  1.2666050e+001
 -1.3452076e+001  1.2665986e+001
 -1.3393064e+001  1.2662122e+001
 -1.3350904e+001  1.2659568e+001
 -1.3350168e+001  1.2653445e+001
 -1.3346311e+001  1.2649706e+001
 -1.3342311e+001  1.2653893e+001
 -1.3338541e+001  1.2654804e+001
 -1.3336016e+001  1.2652119e+001
 -1.3333245e+001  1.2644607e+001
 -1.3324087e+001  1.2641720e+001
 -1.3304657e+001  1.2642464e+001
 -1.3297422e+001  1.2646419e+001
 -1.3295317e+001  1.2646663e+001
 -1.3290666e+001  1.2651752e+001
 -1.3287860e+001  1.2652459e+001
 -1.3274956e+001  1.2649088e+001
 -1.3263011e+001  1.2649161e+001
 -1.3247055e+001  1.2644658e+001
 -1.3237188e+001  1.2639888e+001
 -1.3232970e+001  1.2639683e+001
 -1.3221549e+001  1.2648262e+001
 -1.3213355e+001  1.2648770e+001
 -1.3210764e+001  1.2646486e+001
 -1.3209096e+001  1.2641895e+001
 -1.3197120e+001  1.2636905e+001
 -1.3187695e+001  1.2627760e+001
 -1.3184650e+001  1.2627778e+001
 -1.3179552e+001  1.2636549e+001
 -1.3171836e+001  1.2638663e+001
 -1.3153532e+001  1.2639647e+001
 -1.3152637e+001  1.2639693e+001
 -1.3145114e+001  1.2634906e+001
 -1.3139065e+001  1.2641611e+001
 -1.3134151e+001  1.2642327e+001
 -1.3119119e+001  1.2635052e+001
 -1.3110918e+001  1.2634409e+001
 -1.3102770e+001  1.2628339e+001
 -1.3100802e+001  1.2626874e+001
 -1.3097283e+001  1.2625744e+001
 -1.3087940e+001  1.2629935e+001
 -1.3080030e+001  1.2639179e+001
 -1.3077693e+001  1.2639882e+001
 -1.3073472e+001  1.2638985e+001
 -1.3065429e+001  1.2624998e+001
 -1.3056730e+001  1.2619293e+001
 -1.3056210e+001  1.2610096e+001
 -1.3051883e+001  1.2590568e+001
 -1.3050899e+001  1.2582062e+001
 -1.3052499e+001  1.2575382e+001
 -1.3060142e+001  1.2560619e+001
 -1.3065654e+001  1.2541958e+001
 -1.3074971e+001  1.2533856e+001
 -1.3076587e+001  1.2529708e+001
 -1.3072289e+001  1.2515240e+001
 -1.3073150e+001  1.2502123e+001
 -1.3071215e+001  1.2491323e+001
 -1.3065780e+001  1.2482381e+001
 -1.3060603e+001  1.2477808e+001
 -1.3058770e+001  1.2477073e+001
 -1.3050984e+001  1.2473949e+001
 -1.3039755e+001  1.2474930e+001
 -1.3028538e+001  1.2477979e+001
 -1.3016448e+001  1.2477321e+001
 -1.3003996e+001  1.2474336e+001
 -1.3002397e+001  1.2473742e+001
 -1.2974053e+001  1.2463574e+001
 -1.2968648e+001  1.2461672e+001
 -1.2967024e+001  1.2462694e+001
 -1.2948149e+001  1.2477062e+001
 -1.2939549e+001  1.2487462e+001
 -1.2940486e+001  1.2487457e+001
 -1.2936476e+001  1.2520601e+001
 -1.2932625e+001  1.2527473e+001
 -1.2930916e+001  1.2530523e+001
 -1.2922525e+001  1.2537010e+001
 -1.2905225e+001  1.2541935e+001
 -1.2900073e+001  1.2541964e+001
 -1.2893267e+001  1.2539701e+001
 -1.2887652e+001  1.2540651e+001
 -1.2879188e+001  1.2534947e+001
 -1.2873987e+001  1.2526924e+001
 -1.2868813e+001  1.2523044e+001
 -1.2845586e+001  1.2515575e+001
 -1.2841809e+001  1.2510535e+001
 -1.2841726e+001  1.2496274e+001
 -1.2837586e+001  1.2491122e+001
 -1.2834180e+001  1.2486883e+001
 -1.2810469e+001  1.2475965e+001
 -1.2800149e+001  1.2472798e+001
 -1.2786819e+001  1.2475628e+001
 -1.2781557e+001  1.2476256e+001
 -1.2776600e+001  1.2471895e+001
 -1.2771829e+001  1.2470900e+001
 -1.2769674e+001  1.2466282e+001
 -1.2761202e+001  1.2458274e+001
 -1.2758772e+001  1.2442184e+001
 -1.2755456e+001  1.2435070e+001
 -1.2739572e+001  1.2430023e+001
 -1.2737633e+001  1.2429408e+001
 -1.2718677e+001  1.2430420e+001
 -1.2714705e+001  1.2432050e+001
 -1.2672809e+001  1.2433398e+001
 -1.2647758e+001  1.2433054e+001
 -1.2633937e+001  1.2431276e+001
 -1.2621739e+001  1.2426272e+001
 -1.2616264e+001  1.2418958e+001
 -1.2605950e+001  1.2405179e+001
 -1.2589770e+001  1.2399270e+001
 -1.2584368e+001  1.2395383e+001
 -1.2577046e+001  1.2381844e+001
 -1.2564578e+001  1.2368556e+001
 -1.2555448e+001  1.2367905e+001
 -1.2543761e+001  1.2371405e+001
 -1.2517614e+001  1.2389446e+001
 -1.2506198e+001  1.2397323e+001
 -1.2496603e+001  1.2397592e+001
 -1.2489361e+001  1.2400611e+001
 -1.2474139e+001  1.2399061e+001
 -1.2449529e+001  1.2391567e+001
 -1.2434509e+001  1.2382423e+001
 -1.2414347e+001  1.2374449e+001
 -1.2404025e+001  1.2368738e+001
 -1.2400368e+001  1.2365468e+001
 -1.2389930e+001  1.2356137e+001
 -1.2377447e+001  1.2336861e+001
 -1.2376497e+001  1.2333414e+001
 -1.2368742e+001  1.2325392e+001
 -1.2368024e+001  1.2321485e+001
 -1.2360027e+001  1.2311391e+001
 -1.2353226e+001  1.2307275e+001
 -1.2343632e+001  1.2307308e+001
 -1.2330779e+001  1.2311494e+001
 -1.2309528e+001  1.2322608e+001
 -1.2305651e+001  1.2324070e+001
 -1.2297845e+001  1.2327016e+001
 -1.2292010e+001  1.2331176e+001
 -1.2234762e+001  1.2355052e+001
 -1.2210668e+001  1.2358115e+001
 -1.2189138e+001  1.2358640e+001
 -1.2185678e+001  1.2360926e+001
 -1.2178357e+001  1.2360644e+001
 -1.2172514e+001  1.2362728e+001
 -1.2165977e+001  1.2368493e+001
 -1.2159190e+001  1.2368048e+001
 -1.2139818e+001  1.2388562e+001
 -1.2130006e+001  1.2395024e+001
 -1.2113197e+001  1.2412309e+001
 -1.2096836e+001  1.2421313e+001
 -1.2088647e+001  1.2422019e+001
 -1.2082093e+001  1.2421342e+001
 -1.2075697e+001  1.2417502e+001
 -1.2073002e+001  1.2418992e+001
 -1.2049605e+001  1.2423190e+001
 -1.2037164e+001  1.2410800e+001
 -1.2036217e+001  1.2406891e+001
 -1.2024961e+001  1.2399557e+001
 -1.2016760e+001  1.2396586e+001
 -1.1998737e+001  1.2396857e+001
 -1.1977681e+001  1.2400815e+001
 -1.1960666e+001  1.2406429e+001
 -1.1958737e+001  1.2407065e+001
 -1.1934196e+001  1.2422068e+001
 -1.1931864e+001  1.2425293e+001
 -1.1912681e+001  1.2430390e+001
 -1.1903317e+001  1.2430870e+001
 -1.1893945e+001  1.2427207e+001
 -1.1887139e+001  1.2419859e+001
 -1.1882457e+001  1.2419178e+001
 -1.1860648e+001  1.2401736e+001
 -1.1850014e+001  1.2397621e+001
 -1.1849403e+001  1.2397385e+001
 -1.1813816e+001  1.2392844e+001
 -1.1785730e+001  1.2393578e+001
 -1.1761611e+001  1.2387862e+001
 -1.1722644e+001  1.2392292e+001
 -1.1712468e+001  1.2393447e+001
 -1.1703345e+001  1.2396910e+001
 -1.1687916e+001  1.2409578e+001
 -1.1672014e+001  1.2419948e+001
 -1.1663826e+001  1.2423407e+001
 -1.1648145e+001  1.2425492e+001
 -1.1639013e+001  1.2423661e+001
 -1.1603721e+001  1.2426636e+001
 -1.1600392e+001  1.2426915e+001
 -1.1600393e+001  1.2428066e+001
 -1.1581438e+001  1.2433143e+001
 -1.1550076e+001  1.2440294e+001
 -1.1531350e+001  1.2442837e+001
 -1.1477917e+001  1.2441834e+001
 -1.1459713e+001  1.2441490e+001
 -1.1433019e+001  1.2431607e+001
 -1.1408666e+001  1.2417581e+001
 -1.1400705e+001  1.2415280e+001
