  4.1529489e+000  5.0170910e+001
  4.1556954e+000  5.0163868e+001
  4.1371489e+000  5.0153702e+001
  4.1376882e+000  5.0144650e+001
  4.1302185e+000  5.0134754e+001
  4.1365237e+000  5.0130375e+001
  4.1466594e+000  5.0129326e+001
  4.1556349e+000  5.0130848e+001
  4.1673627e+000  5.0136963e+001
  4.1823034e+000  5.0136219e+001
  4.1936321e+000  5.0135662e+001
  4.2017932e+000  5.0133915e+001
  4.2001581e+000  5.0127399e+001
  4.2027335e+000  5.0117748e+001
  4.1990881e+000  5.0111187e+001
  4.2044067e+000  5.0107109e+001
  4.2064638e+000  5.0105537e+001
  4.2035980e+000  5.0102879e+001
  4.2037482e+000  5.0100296e+001
  4.2130575e+000  5.0095985e+001
  4.2236314e+000  5.0087177e+001
  4.2311492e+000  5.0078941e+001
  4.2314467e+000  5.0073769e+001
  4.2277265e+000  5.0068501e+001
  4.2001629e+000  5.0058125e+001
  4.1934342e+000  5.0052784e+001
  4.1855516e+000  5.0050003e+001
  4.1753964e+000  5.0051697e+001
  4.1633463e+000  5.0051403e+001
  4.1584778e+000  5.0048691e+001
  4.1453409e+000  5.0032829e+001
  4.1425600e+000  5.0028877e+001
  4.1424313e+000  5.0024330e+001
  4.1424384e+000  5.0013981e+001
  4.1469884e+000  5.0005032e+001
  4.1550136e+000  5.0005230e+001
  4.1620278e+000  5.0000000e+001
  4.1634192e+000  4.9998962e+001
  4.1463218e+000  4.9982353e+001
  4.1485567e+000  4.9978527e+001
  4.1547251e+000  4.9976089e+001
  4.1706142e+000  4.9979069e+001
  4.1777081e+000  4.9977947e+001
  4.1799402e+000  4.9974117e+001
  4.1890006e+000  4.9973690e+001
  4.1962061e+000  4.9970631e+001
  4.1947651e+000  4.9960884e+001
  4.1989617e+000  4.9957748e+001
  4.2078691e+000  4.9959908e+001
  4.2208977e+000  4.9960220e+001
  4.2318854e+000  4.9961132e+001
  4.2496686e+000  4.9966087e+001
  4.2807431e+000  4.9966824e+001
  4.2906222e+000  4.9969646e+001
  4.3032870e+000  4.9970425e+001
