-1.000000000000000000e+00,-1.000000000000000000e+00,-1.000000000000000000e+00,9.995676714026788812e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-8.000000000000000444e-01,8.581014518345064790e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-5.999999999999999778e-01,6.938246160347731895e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-3.999999999999999112e-01,5.472746497237667151e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,-1.999999999999999556e-01,4.396836486530788513e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,3.793159200789560370e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,2.000000000000001776e-01,3.930727880853071565e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,4.000000000000001332e-01,4.435207938340429701e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,6.000000000000000888e-01,4.759535911749123716e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,8.000000000000000444e-01,5.615065760695110431e-01
-1.000000000000000000e+00,-1.000000000000000000e+00,1.000000000000000000e+00,6.875930753053289823e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,8.685922281413143153e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,-8.000000000000000444e-01,7.198716853713886810e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,-5.999999999999999778e-01,5.917726972629739901e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,-3.999999999999999112e-01,4.210035059608245311e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,-1.999999999999999556e-01,2.795768706148139549e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,0.000000000000000000e+00,2.073316238500057251e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,2.000000000000001776e-01,2.282013142359840818e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,4.000000000000001332e-01,2.614792630053022759e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,6.000000000000000888e-01,3.041881856898560055e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,8.000000000000000444e-01,4.153231166403981711e-01
-8.000000000000000444e-01,-1.000000000000000000e+00,1.000000000000000000e+00,5.655013933221245681e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,7.626815884049950034e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,-8.000000000000000444e-01,5.926258722377801824e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,-5.999999999999999778e-01,4.438500920429257479e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,-3.999999999999999112e-01,3.367176746440480040e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,-1.999999999999999556e-01,1.775530199773149853e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.146661241705777823e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,2.000000000000001776e-01,1.296748255118943538e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,4.000000000000001332e-01,1.338114689658301271e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,6.000000000000000888e-01,1.761377133805396566e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,8.000000000000000444e-01,3.095571474244084853e-01
-5.999999999999999778e-01,-1.000000000000000000e+00,1.000000000000000000e+00,4.862220848192906342e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,6.962820508678303488e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,-8.000000000000000444e-01,5.083661780154765664e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,-5.999999999999999778e-01,3.285702209630180226e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,-3.999999999999999112e-01,1.885553927056361490e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,-1.999999999999999556e-01,1.322644545455391452e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,0.000000000000000000e+00,1.139533966684907473e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,2.000000000000001776e-01,1.140531657061217008e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,4.000000000000001332e-01,1.250244448785718665e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,6.000000000000000888e-01,1.453279658117346274e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,8.000000000000000444e-01,2.838557270708749747e-01
-3.999999999999999112e-01,-1.000000000000000000e+00,1.000000000000000000e+00,4.666041826778594137e-01
-1.999999999999999556e-01,-1.000000000000000000e+00,-1.000000000000000000e+00,6.710887574614441409e-01
